name,overview,first_air_date,rating,vote_count,review
Berserk,"Spurred by the flame raging in his heart, the Black Swordsman Guts continues his seemingly endless quest for revenge. Standing in his path are heinous outlaws, delusional evil spirits, and a devout child of god. Even as it chips away at his life, Guts continues to fight his enemies, who wield repulsive and inhumane power, with nary but his body and sword—his strength as a human.",2016-07-01,7.4,263,No reviews
La Brea,"An epic adventure begins when a massive sinkhole opens in the middle of Los Angeles, pulling hundreds of people and buildings into its depths. Those who fell in find themselves in a mysterious and dangerous primeval land, where they have no choice but to band together to survive. Meanwhile, the rest of the world desperately seeks to understand what happened. In the search for answers, one family torn apart by this disaster will have to unlock the secrets of this inexplicable event to find a way back to each other.",2021-09-28,7.4,1533,"It's not often that you happen upon a show that ticks so many boxes. Terrible acting? Tick. SFX that would have looked dodgy in the early 90s? Check. Dialog that would have made Mystery Theatere 3000 hosts shudder? Check. Awful scipt, terrible pacing, tragic set design? Check, check, check. This one"
Veep,"A look into American politics, revolving around former Senator Selina Meyer who finds being Vice President of the United States is nothing like she expected and everything everyone ever warned her about.",2012-04-22,7.4,477,No reviews
Sonic Boom,"The speedy blue hedgehog Sonic with sidekick Tails and pals Knuckles, Amy and Sticks tries to ward off the evil plans of Dr. Eggman, who is hellbent on taking over the world. Sonic faces regular battles with Eggman's henchmen, including loyal robots Orbot and Cubot, evil interns, and giant, robotic monsters.",2014-11-08,7.4,355,No reviews
Disenchantment,"Set in a ruined medieval city called Dreamland, Disenchantment follows the grubby adventures of a hard-drinking princess, her feisty elf companion and her personal demon.",2018-08-17,7.4,1207,"My wife loves it. I liked the Simpsons and I loved Futurama... but honestly I don't think this offers anything knew.

It's not trying to be either show, or recapture any former glory, so I'll give it that. And it does have it's moments here and there, but it doesn't feel as if it's trying to say a"
Night Stalker: The Hunt for a Serial Killer,"Beneath the sunlit glamour of 1985 L.A. lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.",2021-01-13,7.4,336,No reviews
My Wife and Kids,"Michael Kyle is a loving husband and modern-day patriarch who rules his household with a unique and distinct parenting style. As he teaches his three children some of life's lessons, he does so with his own brand of humor.",2001-03-28,7.4,501,No reviews
The Penguins of Madagascar,"The Penguins of Madagascar is an American CGI animated television series airing on Nickelodeon. It stars nine characters from the DreamWorks Animation animated film Madagascar: The penguins Skipper, Kowalski, Private, and Rico; the lemurs King Julien, Maurice, and Mort; and Mason and Phil the chimpanzees. Characters new to the series include Marlene the otter and a zookeeper named Alice. It is the first Nicktoon produced with DreamWorks Animation.

A pilot episode, ""Gone in a Flash"", aired as part of ""Superstuffed Nicktoons Weekend"" on November 29, 2008, and The Penguins of Madagascar became a regular series on March 28, 2009. The series premiere drew 6.1 million viewers, setting a new record as the most-watched premiere.

Although the series occasionally alludes to the rest of the franchise, The Penguins of Madagascar does not take place at a precise time within it. McGrath, who is also the co-creator of the film characters, has said that the series takes place ""not specifically before or after the movie, I just wanted them all back at the zoo. I think of it as taking place in a parallel universe.""",2008-11-28,7.4,402,No reviews
Beauty and the Beast,"Beauty and the Beast is an American drama series which first aired on CBS in 1987. Creator Ron Koslow's updated version of the fairy tale has a double focus: the relationship between Vincent, a mythic, noble man-beast, and Catherine, a savvy Assistant District Attorney in New York; and a secret Utopian community of social outcasts living in a subterranean sanctuary. Through an empathetic bond, Vincent senses Catherine's emotions, and becomes her guardian.",1987-09-25,7.4,270,"It's kind of hard when you see Linda Hamilton not in an action role isn't it? At least for me it's hard seeing her in not action, but she pulls it off exceeding well. And so does Ron Pearleman who was too underrated for the majority of his career to even explain.

However, Hamilton left the role, "
Those About to Die,"Within the spectacular, complex and corrupt world of gladiatorial sports in Ancient Rome, follow an ensemble of diverse characters across the many layers of Roman society where sports, politics and business intersect and collide.",2024-07-18,7.4,287,"In spite  of high production values, Those About to Die is an historical fiction. 

This is sensationalist, at times woke, fare, that deviates, often by a large margin,from historical fact. 

For viewers who are not bothered by historical accuracy, its an okay watch but it does raise questions a"
Awkward.,"An irreverent look at the conflict, chaos and humor that defines teenage life through the eyes of 15-year-old Jenna Hamilton whose life begins to change when a simple accident becomes an epic misunderstanding and is blown way out of proportion. Narration in the first-person voice of Jenna's blog posts captures the humor within the struggles and experiences everyone can relate to from their formative years.",2011-07-19,7.4,401,No reviews
Abbott Elementary,"In this workplace comedy, a group of dedicated, passionate teachers — and a slightly tone-deaf principal — are brought together in a Philadelphia public school where, despite the odds stacked against them, they are determined to help their students succeed in life. Though these incredible public servants may be outnumbered and underfunded, they love what they do — even if they don’t love the school district’s less-than-stellar attitude toward educating children.",2021-12-07,7.4,225,No reviews
Rubi,,2020-01-21,7.4,852,No reviews
Spider-Man and His Amazing Friends,"Spider-Man and His Amazing Friends is an American animated television series produced by Marvel Productions starring established Marvel Comics characters Spider-Man and Iceman and an original character, Firestar. As a trio called the Spider-Friends, they fought against various villains.",1981-09-12,7.4,245,No reviews
American Vandal,A true-crime satire that explores the aftermath of a costly high school prank that left twenty-seven faculty cars vandalized with phallic images.,2017-09-15,7.4,314,No reviews
Valeria,A writer in a creative and marital crisis finds refuge and support in her three best friends. Based on the novels by Elisabet Benavent.,2020-05-08,7.4,239,No reviews
Raising Hope,"James ""Jimmy"" Chance is a clueless 24-year-old who impregnates a serial killer during a one-night-stand. Earning custody of his daughter after the mother is sentenced to death, Jimmy relies on his oddball but well-intentioned family for support in raising the child.",2010-09-21,7.4,306,No reviews
La piloto,"Yolanda dreamed her entire life of being a pilot. She found a stewardess job, and an unexpected role in drug smuggling.",2017-03-07,7.4,351,No reviews
HAPPY!,"Corrupt ex-cop turned hitman Nick Sax's life is changed forever by a relentlessly positive, imaginary blue winged horse named Happy.",2017-12-06,7.4,451,"This is ridiculous...and in this case it's meant as a compliment.

It's dark. It's bloody. It's graphic. It's vulgar. It is utterly inappropriate. And...absolutely hysterical.

It's honestly one of the weirdest and most ridiculous shows you'll see on television and it's completely and totally en"
The Returned,"In the shadow of an enormous hydraulic dam, the lives of the residents of a small French town are changed to their core when hundreds of previously dead relatives all return home on the same day.",2012-11-26,7.4,273,No reviews
Abyss of Passion,"Rosendo Arango, the owner of Grupo La Anita, is married to Alfonsina. They have one son, Damian. Estefanía Bouvier is married to Augusto Castanon and they have one daughter, Elisa. Rosendo cheats on his wife with Carmina Bouvier, Estefanía's sister. Damian and Elisa become friends because Augusto and Rosendo were best friends. But one day, Rosendo and Carmina try to go away from La Ermita, the pueblo in which they live in. But, Estefanía, who had found out about their plans, wants to prevent this, shuts Carmina in her room and then goes with Rosendo in his car, trying to convince him not to run away with Carmina. They have an accident and die and everyone thinks they were lovers.",2012-01-23,7.4,253,No reviews
Legend of the Seeker,"The adventures of woodsman Richard Cypher, who discovers that he was born to fulfill a prophecy of becoming a guardian hero to oppressed people. With the help of a mysterious woman named Kahlan and a wise old wizard named Zedd, he must stop a ruthless and bloodthirsty tyrant from unleashing an ancient evil and enslaving the world.",2008-11-01,7.4,312,No reviews
Self Made: Inspired by the Life of Madam C.J. Walker,"This limited series chronicles the incredible true story of Madam C.J. Walker, who was the first African American self-made millionaire.",2020-03-20,7.425,315,No reviews
The Flintstones,"The misadventures of two modern-day Stone Age families, the Flintstones and the Rubbles.",1960-09-30,7.4,936,No reviews
Gilligan's Island,"The slapstick adventures of hapless Gilligan, long-suffering Skipper and their gang of mismatched castaways, all stranded on an uncharted desert isle after their tiny ship hit stormy weather.",1964-09-26,7.4,241,No reviews
Cruel Summer,"Taking place over three summers - 1993, 1994, 1995 - in a small Texas town, a beautiful popular teen, Kate, is abducted and, seemingly unrelated, a girl, Jeanette, goes from being a sweet, awkward outlier to the most popular girl in town and, by ’95, the most despised person in America.",2021-04-20,7.4,348,No reviews
Swamp Thing,"CDC researcher Abby Arcane investigates what seems to be a deadly swamp-born virus in a small town in Louisiana but she soon discovers that the swamp holds mystical and terrifying secrets. When unexplainable and chilling horrors emerge from the murky marsh, no one is safe.",2019-05-31,7.4,1022,"I thought I'd like it, they're doing the full on gore and sweary script. But the Acting is a bit shoddy and the general script writing is just plain boring. It apparently got cancelled after the first episode!?"
UNTAMED,"In the vast expanse of Yosemite National Park, a woman's death draws a federal agent into lawless terrain — where nature obeys no rules but its own.",2025-07-17,7.4,260,No reviews
Vampires,"A Paris teen who's half human, half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community.",2020-03-20,7.4,344,No reviews
Sleepy Hollow,Ichabod Crane is resurrected and pulled two and a half centuries through time to unravel a mystery that dates all the way back to the founding fathers.,2013-09-16,7.418,1074,"I am actually SHOCKED this lasted as long as it did.

I really liked it. I thought it was as fun... But it was trying way too hard to be like a lot of the other shows that were on at the time.

Grimm being the most popular of the we are going to riff off Supernatural attempted franchises. Only, "
Disney's Adventures of the Gummi Bears,"Join the world’s sweetest heroes for high adventure in a mystical land of giants and wizards, ogres and dragons, and wondrous creatures both good and evil. Meet Gruffi, Zummi, Cubbi, Grammi, Tummi, Sunni, and all the legendary Gummis as they laugh, play, foil dastardly plots, and fight for what's right.",1985-09-14,7.4,245,No reviews
Elite Short Stories: Carla Samuel,"Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London.",2021-06-17,7.4,324,No reviews
Deadly Class,"Follow a disillusioned teen recruited into a storied high school for assassins. Maintaining his moral code while surviving a ruthless curriculum, vicious social cliques, and his own adolescent uncertainties may prove fatal.",2019-01-16,7.4,309,Okay judging pure off first impressions this is gonna be a kick-ass ninja hold no boundaries show no mercy show that i absolutely adore I laughed I got a rush of action this is truly the show of the new year can't believe it really so so good keeps your interest and never let's you go
The Adventures of Jimmy Neutron: Boy Genius,"Jimmy Neutron is the smartest kid in town. As a genius, Jimmy thinks most things can be solved with the invention of a new gizmo. But Jimmy usually takes the easy way out, and his backfiring gadgets result in comedic adventures.",2002-07-20,7.4,830,No reviews
Cars on the Road,Lightning McQueen and his best friend Mater head east from Radiator Springs on a cross-country road trip to meet up with Mater’s sister.,2022-09-08,7.4,285,No reviews
The Trials of Gabriel Fernandez,A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.,2020-02-26,7.4,420,No reviews
The Righteous Gemstones,"The story of a world-famous televangelist family with a history of deviance, greed and, yes, charitable work, all in the name of Jesus.",2019-08-18,7.4,241,"It was funny, especially with the crude and obscene humor which you don't expect from a Christian family. Talk about irony!

Although the main plot of the show was somewhat disappointing. I was expecting it to be more complex.

However, it did had some touching moments. And like I said, I did fo"
Waco,"The harrowing true story of the 1993 standoff between the FBI, ATF and the Branch Davidians, a spiritual sect led by David Koresh in Waco, TX that resulted in a deadly shootout and fire.",2018-01-24,7.4,220,No reviews
Stargate Universe,"The adventures of a present-day, multinational exploration team traveling on the Ancient spaceship Destiny many billions of light years distant from the Milky Way Galaxy. They evacuated there and are now trying to figure out a way to return to Earth, while simultaneously trying to explore and to survive in their unknown area of the universe.",2009-10-02,7.4,736,"Huge disappointment that this show was scrapped after the second season. It really deserved a better chance.
As a fan of all the Stargate TV series, I enjoyed this one as much as any of them. It was really starting to hit its straps...pity they didn't do a movie to tie up the loose ends (like they "
Black Knight,"In a dystopian 2071 devastated by air pollution, the survival of humanity depends on the Black Knights — and they’re far from your average delivery men.",2023-05-12,7.4,272,"Black Knight could have been promising but well, you know, ""the message"". 

Great sets, an interesting back story, decent characterisations but as per usual, woke messaging, this time about female empowerment and male inferiority. I managed one episode and part of the second, then walked away. 
"
LOL: Last One Laughing,"An unscripted variety series from Mexico in which ten professional comedians compete for a cash prize by trying to make each other laugh. The one who refrains from laughing the longest, while forcing other contestants to laugh first, is the winner.",2018-12-13,7.4,317,No reviews
Fuller House,"D.J. Tanner-Fuller is a widow and mother of three. Things become too much to handle, so she asks for help from her sister Stephanie and her best-friend Kimmy.",2016-02-26,7.4,555,No reviews
SAINT SEIYA: Knights of the Zodiac,"Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.",2019-07-19,7.4,656,No reviews
Dug Days,"A series of shorts that follows the humorous misadventures of Dug, the lovable dog from Disney and Pixar’s “Up.” Each short features everyday events that occur in Dug's backyard, all through the exciting (and slightly distorted) eyes of our favorite talking dog.",2021-09-01,7.4,532,No reviews
Eastbound & Down,"Years after he turned his back on his hometown, a burned-out major league ballplayer returns to teach phys ed at his old middle school.",2009-02-15,7.4,323,No reviews
Highlander: The Series,"Duncan MacLeod cannot die -- he is a 400-year-old immortal, who has seen his share of humanity's history. Still, he risks his life in battle against other immortals and tries to save people from harm.",1992-10-03,7.4,404,No reviews
Law & Order,"In cases ripped from the headlines, police investigate serious and often deadly crimes, weighing the evidence and questioning the suspects until someone is taken into custody. The district attorney's office then builds a case to convict the perpetrator by proving the person guilty beyond a reasonable doubt. Working together, these expert teams navigate all sides of the complex criminal justice system to make New York a safer place.",1990-09-13,7.4,631,No reviews
The Flash,"When a bolt of lightening crashes through a police crime lab, a mix of electrically charged substances bathes chemist Barry Allen, transforming him into the fastest man alive--The Flash.",1990-09-20,7.4,508,No reviews
Master of None,"30-year-old New York actor Dev takes on such pillars of maturity as the first big job, a serious relationship, and busting sex offenders on the subway.",2015-11-06,7.4,536,No reviews
Jericho,"Jericho is an American action/drama series that centers on the residents of the fictional town of Jericho, Kansas, in the aftermath of nuclear attacks on 23 major cities in the contiguous United States.",2006-09-20,7.4,500,No reviews
The Bureau of Magical Things,"When ordinary teenager Kyra touches a mysterious book, she is transformed into a Tri-ling-–part-human, part-fairy and part-elf. In addition to acquiring amazing magical powers, Kyra discovers a secret world of magic all around her.",2018-07-08,7.4,269,No reviews
F is for Family,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",2015-12-18,7.4,401,"There is a lot of Honeymooners/All In the Family hate around this...and that is fine, I completely understand that. But, I really don't see the ""All in The Family"" vibe save for the fact it's set in the '70s and has a Honeymooners vibe with the father.

Either way, it starts off kind of slow and d"
The Walking Dead: World Beyond,A heroic group of teens sheltered from the dangers of the post-apocalyptic world receive a message that inspires them to leave the safety of the only home they have ever known and embark on a cross-country journey to find the one man who can possibly save the world.,2020-10-04,7.4,1174,"**Enough Already!**

Mumbled words (bad acting), shaky camera (bad directing), boring story (bad script), no screen presence characters (bad casting), annoying score (bad producer), still old cgi gore effects (bad visuals). Congratulations, this turd sandwich has it all. They should have stopped m"
Roots,"The epic tale of celebrated Pulitzer-prize winning author Alex Haley's ancestors as portrayed in the acclaimed twelve hour mini-series Roots, was first told in his 1976 bestseller Roots: The Saga of an American Family. The docu-drama covers a period of history that begins in mid-1700s Gambia, West Africa and concludes during post-Civil War United States, over 100 years later. This 1977 miniseries eventually won 9 Emmy awards, a Golden Globe award, and a Peabody award, and still stands as the most watched miniseries in U.S. history.",1977-01-23,7.4,234,No reviews
Interview with the Vampire,A century-old vampire from New Orleans reunites with an ailing journalist to recount his life of bloodlust and his tumultuous relationship with the rakish Frenchman who turned him.,2022-10-02,7.398,289,"I have read Anne Rice's vampire novels, not all of them but enough to get a clear impression of her writing style, characterisations and settings for her work. 

Interview with the Vampire, for me, largely misses the mark on each and every count.The characters don't feel like the Rice's, they lack"
Lilo & Stitch: The Series,"This animated series chronicles the further adventures of renegade scientist Dr. Jumba Jookiba's beloved Experiment 626, who is now living happily as Lilo's alien buddy Stitch. Jumba’s remaining experiments have landed all over Hawaii in the form of dehydrated pods. Lilo and Stitch’s mission is to catch Stitch’s ""cousins"" before they fall into the clutches of the evil Dr. Jacques von Hamsterviel!",2003-09-20,7.401,631,No reviews
"Nevertheless,",The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,2021-06-19,7.4,201,"For a romantic coming of age drama it has all the ingredients needed. Problem is, I'm more interested in the romances of the other characters, since the relationship of the main characters is pure self-inflicted.

At any point she can follow him to find out if she's just part of a harem. She can s"
The Spy,"In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.",2019-09-06,7.4,289,No reviews
Who's the Boss?,"A former professional baseball player, along with his preteen daughter, moves into New York advertising executive Angela Bower's house to be both a housekeeper and a father figure to her young son. Tony 's laid-back personality contrasts with Angela's type-A behavior.",1984-09-20,7.396,283,No reviews
A Good Girl's Guide to Murder,"Five years after the death of schoolgirl Andie Bell, Pippa Fitz-Amobi sets out to uncover what really happened to her. Sal Singh, Andie's boyfriend, admitted to the murder before taking his own life, but Pip doesn't believe he's responsible and teams up with Sal's brother Ravi to uncover the truth. If Sal Singh isn't a murderer and the real killer is still out there, how far will they go to keep Pip from finding out the truth?",2024-07-10,7.395,242,"Season 1 has no business being as boring as it is. Nancy Drew and the Hidden Staircase (2019) is more exciting than this.

Yep, that's my review!"
12 Monkeys,"The provocative story of Cole, a time traveler from a decimated future in a high-stakes race against the clock. Utilizing a dangerous and untested method of time travel, he journeys from 2043 to the present day on a mission to locate and eradicate the source of a deadly plague that will all but annihilate the human race.",2015-01-16,7.4,1114,No reviews
Family Guy,"Sick, twisted, politically incorrect and Freakin' Sweet animated series featuring the adventures of the dysfunctional Griffin family. Bumbling Peter and long-suffering Lois have three kids. Stewie (a brilliant but sadistic baby bent on killing his mother and taking over the world), Meg (the oldest, and is the most unpopular girl in town) and Chris (the middle kid, he's not very bright but has a passion for movies). The final member of the family is Brian - a talking dog and much more than a pet, he keeps Stewie in check whilst sipping Martinis and sorting through his own life issues.",1999-01-31,7.4,4657,No reviews
Almost Human,"The year is 2048. By mandate, every cop must partner with a robot. Detective John Kennex returns to work after waking up from a 17-month coma. As he adjusts to working with his new partner, Dorian, a discontinued android with unexpected emotional responses, John also must learn to get along with his new colleagues.",2013-11-17,7.4,528,"It's disappointing that this show didn't make to past one season.
It's one of the best SciFi series I have watched. The stories are actually believable and intelligently constructed.
The effects are well done.
The action scenes are 'edge of your seat' stuff.

A very entertaining show!"
A Series of Unfortunate Events,"The orphaned Baudelaire children face trials, tribulations and the evil Count Olaf, all in their quest to uncover the secret of their parents' death.",2017-01-13,7.4,951,No reviews
High Score,"This docuseries traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.",2020-08-19,7.4,241,No reviews
Istanbullu Gelin,Faruk is the owner of a bus company and the leader of a powerful family in Bursa which is a metropol in Turkey. Faruk meets a violonist girl and falls in love with her. But the dominant mother of Faruk isn't happy with her son's relationship.,2017-03-03,7.4,209,No reviews
Death Note,"Light Yagami is an ordinary university student. One day, he receives a ""Death Note"", which changes his life. The Death Note awakens his warped sense of justice and genius. He becomes murderer Kira and punishes criminals. L is a well known private detective. L appears in front of Light Yagami. L defines Kira as evil and decides to catch Kira. Then N, who has a beautiful appearance but dangerous existence, appears.",2015-07-05,7.4,220,No reviews
Rocko's Modern Life,"Rocko is a wallaby who has emigrated to America from Australia. He lives in O-Town and tries to get through life but, of course, comes across a multitude of dilemmas and misadventures he must get through. Other characters include Rocko's best friend, Heffer, a steer who has been raised by wolves, Filbert, a paranoid hypochondriac turtle, Rocko's faithful (but none-too-bright) dog Spunky, and Ed Bighead who detests Rocko and hates having him for a next door neighbor. On this show, Rocko has such adventures as trying to adapt to a new vacuum cleaner, having Heffer move in temporarily after his parents kick him out, and going to a movie theater.",1993-09-18,7.4,294,No reviews
Sex and the City,"Based on the bestselling book by Candace Bushnell, Sex and the City tells the story of four best friends, all single and in their late thirties, as they pursue their careers and talk about their sex lives, all while trying to survive the New York social scene. ",1998-06-06,7.388,2080,No reviews
Beauty and the Beast,"Detective Catherine Chandler is a smart, no-nonsense homicide detective. When she was a teenager, she witnessed the murder of her mother at the hands of two gunmen and herself was saved by someone – or something. Years have passed and while investigating a murder, Catherine discovers a clue that leads her to Vincent Keller, who was reportedly killed in 2002. Catherine learns that Vincent is actually still alive and that it was he who saved her many years before. For mysterious reasons that have forced him to live outside of traditional society, Vincent has been in hiding for the past 10 years to guard his secret – when he is enraged, he becomes a terrifying beast, unable to control his super-strength and heightened senses.",2012-10-11,7.4,448,No reviews
Home Improvement,"The daily trials and tribulations of handyman Tim Taylor, a TV show host raising three boys with help from his loyal co-host, domineering wife, and unseen neighbor.",1991-09-17,7.386,660,"A lot of it depends on, well, on the writing. For the most part it's really good, but occasionally they lower Tim's IQ to the point where it's a bit unbelievable for anything not animated. It's done for humor, but occasionally they write him as the reason we have to put warning labels on lawn mowers"
Marvel Studios Legends,"Revisit the epic heroes, villains and moments from across the MCU in preparation for the stories still to come. Each dynamic segment feeds directly into the upcoming series — setting the stage for future events. This series weaves together the many threads that constitute the unparalleled Marvel Cinematic Universe.",2021-01-08,7.4,673,No reviews
Keeping Up with the Kardashians,"A peek inside the exploits and privileged private lives of the blended Kardashian-Jenner family, including sisters Kim, Kourtney and Khloé.",2007-10-14,7.4,910,No reviews
The Devil's Hour,"Lucy wakes every night at exactly 3:33am. Nothing in her life has made sense for a long time. But the answers are out there, somewhere, at the end of a trail of brutal murders.",2022-10-28,7.382,251,"In all honesty, I only checked it out because of Peter Capaldi, but I was pleasantly surprised to find that it is among the finest television shows of the year and among the best in its genre.

A well-directed and atmospherically eerie series, “The Devil’s Hour” is a more than enjoyable watch. Wit"
Blindspot,"A vast international plot explodes when a beautiful Jane Doe is discovered naked in Times Square, completely covered in mysterious, intricate tattoos with no memory of who she is or how she got there. But there's one tattoo that is impossible to miss: the name of FBI agent Kurt Weller, emblazoned across her back. ""Jane,"" Agent Weller and the rest of the FBI quickly realize that each mark on her body is a crime to solve, leading them closer to the truth about her identity and the mysteries to be revealed.",2015-09-21,7.4,2486,No reviews
Russian Doll,Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop -- and staring down the barrel of her own mortality.,2019-02-01,7.4,905,"We watched one and a half episodes last night, which is about as much as I could bear before cringing and stabbing my eyes out.

Not one single character was likeable or possessed any redeeming features. In fact, each was a one dimensional cardboard cut-out.

The protagonist was simply irritatin"
The Continental: From the World of John Wick,"The origin behind the iconic hotel-for-assassins through the eyes and actions of a young Winston Scott, as he's dragged into the Hell-scape of 1970's New York City to face a past he thought he'd left behind. Winston charts a deadly course through the hotel's mysterious underworld in a harrowing attempt to seize the hotel where he will eventually take his future throne.",2023-09-22,7.4,593,"The Continental, for me, at least, is too much The Sopranos and too little, John Wick. 

The atmosphere and the characterisations, feel more akin to a mobster series, than one about hit men and assassins. Its brash, its loud, one of the main character's called ""Frankie"" (insert ""Joey, ""Tony"", you "
El Dragón: Return of a Warrior,A Tokyo business man returns to his home country of Mexico where he must battle rivals to replace his grandfather as the head of a cartel.,2019-10-04,7.4,453,No reviews
Disclaimer,"When an intriguing novel appears at the bedside of a journalist whose career has been built on revealing transgressions, she is horrified to realize she's a key character in a long-buried story—one that exposes her darkest secret.",2024-10-11,7.4,232,No reviews
Once Upon a Time,"There is a town in Maine where every story book character you've ever known is trapped between two worlds, victims of a powerful curse. Only one knows the truth and only one can break the spell.

Emma Swan is a 28-year-old bail bonds collector who has been supporting herself since she was abandoned as a baby. Things change for her when her son Henry, whom she abandoned years ago, finds her and asks for her help explaining that she is from a different world where she is Snow White's missing daughter.",2011-10-23,7.4,2367,"A superb series finale but...

It is not! Truly this would have been the end the show deserved had this been the final episode.

Apparently it was written as such until the show was renewed BUT with most of the cast moving on contractually already! Yes, a wrap around\ tag on scene\tale opens the"
Amazing Stories,"This reimagining of the classic anthology series transports everyday characters into worlds of wonder, possibility, and imagination.",2020-03-06,7.4,435,No reviews
The Ranch,"Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.",2016-04-01,7.4,259,"I'm gonna miss this show!

This was, as far as I know, the first sitcom to actually have strong language, which made the performance -both funny and serious - brilliant.
And you know what, this has to be the best show Netflix ever made, in my opinion.
Shame that they killed off Rooster; I really"
Batman: Caped Crusader,"Welcome to Gotham City, where the corrupt outnumber the good, criminals run rampant and law-abiding citizens live in a constant state of fear. Forged in the fire of tragedy, wealthy socialite Bruce Wayne becomes something both more and less than human—the Batman. His one-man crusade for justice attracts unexpected allies within the GCPD and City Hall, but his heroic actions spawn deadly, unforeseen ramifications.",2024-08-01,7.4,210,"Given the talent behind this show (except for Jar Jar Abrams), it could've been great. 

Instead all it does is follow a bunch of diversity guidelines. 

It's not only boring, but all the people are drawn quite ugly and look disgusting, especially compared to Batman TAS (which it tries to imitat"
Yasuke,A peaceful boatman once known as the Black Samurai is pulled back into conflict when he takes a little girl with mysterious powers under his wing.,2021-04-29,7.4,241,No reviews
Secret Level,"Adult animated series of original short stories which are set within the worlds of beloved video games. Each episode serves as a gateway to a new adventure, unlocking exciting worlds from beloved gaming classics and highly anticipated new titles.",2024-12-10,7.4,405,"In short, a pretty uninspiring re imagining of popular video game titles.

""Secret Level"" comes loaded down with the usual dose of the DEI, woke codswallop but what really lets this series down, is the largely uninspiring tales it tells. 

There's a noticeable deficit of creativity and the art o"
Snowpiercer,"More than seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a gigantic, perpetually-moving train that circles the globe as class warfare, social injustice and the politics of survival play out.",2020-05-17,7.4,1330,No reviews
Is It Wrong to Try to Pick Up Girls in a Dungeon?,"In Orario, fearless adventurers band together in search of fame and fortune within the underground labyrinth known as the Dungeon. But Bell Cranel, novice adventurer, has bigger plans than riches and glory; he fights monsters in the hope of having a fateful encounter with a girl. When this happens, it doesn't go exactly as he planned. Thus begins the story of an unlikely pair, a boy and a goddess, both trying to prove themselves, both eager to reach their goals.",2015-04-04,7.4,264,No reviews
You're the Worst,"Narcissistic, brash, and self-destructive Jimmy Shive-Overly thinks all relationships are doomed. Cynical, people-pleasing, and stubborn Gretchen Cutler knows that relationships aren't for her. So when they meet at a wedding, it's only natural that the two of them go home together.",2014-07-17,7.4,232,No reviews
Better Than Us,"Moscow in a not so distant future where human beings share their daily lives with robots. Georgy, a forensic who has a robot assistant, suddenly finds himself caught up in the first murder committed by a new kind of experimental humanoid.",2018-11-23,7.4,412,"Very good TV show. Story is interesting, characters are well developed, acting is superb, visuals and cinematography in general is great as well. There are no sex scenes either, which is another plus, because I find them unnecessary in TV shows and movies (unless they belong to erotic genre).

If "
Catch-22,"Pianosa Island, Italy, World War II. Bombardier John Yossarian tries to fulfill his duty, maintain sanity and return home as soon as possible, but incompetence and bureaucracy constantly stand in his way.",2019-05-17,7.4,248,No reviews
Griselda Blanco: The Black Widow,La Viuda Negra is a 2014 Spanish-language telenovela produced by RTI Producciones and Televisa for United States-based television network Univisión and for Colombia-based television network Caracol Television. It is an adaptation of the book La patrona de Pablo Escobar de José Guarnizo based on history from Griselda Blanco.,2014-02-23,7.4,335,No reviews
Undertaker: The Last Ride,The anticipated WWE Network docuseries will look back on The Undertaker’s storied WWE career and place a focus on the ongoing challenges the wrestling legend appears to have with a career beginning to near it's end.,2020-05-10,7.4,316,No reviews
The Outsider,"When an insidious supernatural force edges its way into a seemingly straightforward investigation into the gruesome murder of a young boy, it leads a seasoned cop and an unorthodox investigator to question everything they believe in.",2020-01-12,7.4,1561,"This started out kinda cool but I will warn you, it gets boring and stays that way for most of the season. This is a story that could have been handled in two hours. For some reason, they stretched this out with scenes of extremely long car rides and very meaningless dialog. A few of the characters "
La Doña,"A story of revenge and ambition, seduction and betrayal; all told from the perspective of an offended and abused woman named Altagracia. Altagracia represents the hundreds of thousands of Mexican women who have been victims of the violence by faceless men who are protected by impunity. But Altagracia, transformed into a strong-willed, ruthless man-eater known as La Doña, will seek out each and every one of these men to bring them to justice.",2016-11-29,7.4,628,No reviews
The Undoing,"Grace and Jonathan Fraser are living the only lives they ever wanted. Overnight a chasm opens in their lives: a violent death and a chain of terrible revelations. Left behind in the wake of a spreading and very public disaster, Grace must dismantle one life and create another for her child and her family.",2020-10-25,7.367,785,No reviews
